;;;;;;;;;;;;;;;;;;;;;Izkaz poslovnega izida;;;Izkaz poslovnega izida;;;;Bilanca stanja;;Erar;;;;izkaz poslovnega izida;;;;izkaz poslovnega izida;;;;bilanca stanja;
40007057;1717782;68883180;NAVONA d.o.o.;Savska cesta 10;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
29028256;3472418;69086299;ANASAN, ANA DEBEVC PRAŠNIKAR s.p.;Dvorje 124;Cerklje na Gorenjskem;4207;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
29138752;3843289;69078344;VITAHOLIS, BARBARA KVATERNIK s.p.;Linhartova cesta 40;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67955959;3046141;69137457;BRIGITA ŠVAB S.P.;Romihova ulica 75;Slovenska Bistrica;2310;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
51415593;5413699;69097260;MEDICOCONSULTING d.o.o.;Glavni trg 2;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
38670542;3310060;69239364;SARA STUDIO d.o.o.;Partizanska cesta 37 A;Sežana;6210;6;Q86.901;Alternativne oblike zdravljenja;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
75491818;3273849;69009971;Studio Mokis d.o.o.;Pod vinogradi 2;Izola - Isola;6310;6;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
70461490;6645089;69055048;Harite d.o.o.;Gibina 82;Razkrižje;9246;9;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55123937;3318150;69214229;ŽENJA TOMAŽIN?I? S.P.;Meškova ulica 7;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55164790;2134756;68877276;COR MEDICO zavod;Komenskega ulica 32;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
18492690;3273792;69187032;MARTIN KLEŠNIK S.P.;Pot na Hreše 10 D;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
88900738;2352575;68672398;Ambulanta Hrovatin d.o.o.;Rožna dolina, cesta VII 21 A;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11628642;5545190;68945428;NAINI TOMAŽ POPIT S.P.;Ulica heroja Jožeta Mihel?i?a 1;?rnomelj;8340;8;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
92484352;1196839;45032177;H.D.L. INTERNATIONAL, d.o.o., Ljubljana;Puharjeva ulica 3;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;1;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
68631120;6589898;68923404;BARBARA FAJFAR S.P.;?ir?e 35;Kranj;4000;4;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;4;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
84222956;8079498;68966455;NEODENT, Neja Garvas s.p.;Cesta komandanta Staneta 4 A;Medvode;1215;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;4;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
64057496;6536387;69054274;PATELA d.o.o.;Oni?eva ulica 3;Žalec;3310;3;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
85823945;3261506;69084229;ORL ŠTEFAN SPUDI? S.P.;Stranska vas 14 A;Novo mesto;8000;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
96486902;7018002;69124298;Ana Krajnc, s.p.;Kompolje 71;Videm - Dobrepolje;1312;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;4;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
21603782;6516416;69126758;MDC ORTOLAB d.o.o.;Stari trg 27;Slovenj Gradec;2380;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
10072926;3533158;46214924;MAG. ANDREJ DEBELJAK S.P.;Vrbnje 54;Radovljica;4240;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
88802167;3806014;69126555;DITERA, d.o.o.;Sedejeva ulica 6;Nova Gorica;5000;5;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
10153616;3248089;45611266;FIZIOTERAPIJA, ANDREJKA HLEBEC s.p.;Vrh 23 B;Šentrupert;8232;8;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
19477082;6560750;69068921;TRANSFORMA, SNEŽANA KRAGELJ S.P.;Ulica Koroškega bataljona 9;Ljubljana - ?rnu?e;1231;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
18523706;6559174;68999588;Igor Muževi? s.p.;Dunajska cesta 88;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
92385044;6606326;69241572;Luka Sumrak, s.p.;Ulica heroja Bra?i?a 19;Celje;3000;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
90048504;7020040;69143099;GREEN 3 CT d.o.o.;Šmartinska cesta 152;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
10239707;1859137;45525186;DUILIO PEROŠA S.P.;Montinjan 17 D;Marezige;6273;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
10672788;8252262;46401617;ANDREJ ?EBULEC S.P.;Partizanska cesta 33 B;Sežana;6210;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;/;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
96935308;2234050;69240842;URO d.o.o.;Ažbetova ulica 4;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
10487522;3231020;46331357;MOJCA GAŠPERIN, S.P.;Zapuže 10;Begunje na Gorenjskem;4275;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
10527877;3213161;46136159;Daniel Grabar dr. med., s.p.;Cankarjeva ulica 113;Murska Sobota;9000;9;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
33204047;7268904;69214351;ZAVOD ZPD;Partizanska cesta 1;Sežana;6210;6;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
34776338;7996861;69210526;GM-O d. o. o.;Preglov trg 1;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
84671173;6863744;69135622;IMPLADENT, Obrad Josipovi? s.p.;Dvo?akova ulica 10;Maribor;2000;2;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
10787038;8259941;68638019;Polona Brglez s.p.;Kovaška cesta 35;Zre?e;3214;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;/;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
32156405;6111394;69020246;ZAVOD PAS;Zgornje Bitnje 66;Žabnica;4209;4;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
14723166;3622576;69118317;ALENKA UŠAJ S.P.;Šempas 137;Šempas;5261;5;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;3;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
79694004;3909026;69089604;HBO2T STUDIO d.o.o.;Tomaži?ev trg 2;Koper - Capodistria;6000;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
81242174;3307590;69217993;MEDICOINTERNA d.o.o.;Roška cesta 17;Ko?evje;1330;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
14448033;6100180;68927284;MIZS MARIBOR;Pekrska cesta 30;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
50458876;6096913;69101380;DERMA DR. NEŽKA BEZJAK, d. o. o.;Lavri?eva ulica 1 A;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
34475656;7133405;45437152;mag. Metka Adami? dr.med. s.p.;Parmova ulica 53;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;4;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
39319385;1915916;22032852;PEŠI? TIHOMIR, DR. MED. , S. P.;Ulica oktobrske revolucije 11;Izola - Isola;6310;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;4;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
65803752;6429343;69132028;Venula d.o.o.;Clevelandska ulica 23;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.11002;Mikro enote;0;;;;;2018;2;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63549999;6495338;68182285;PULMOLOŠKA AMBULANTA, DR. SNEŽANA UL?AR KOSTI? S.P.;Ljubljanska cesta 21 C;Kamnik;1241;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2018;4;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12575275;8270384;46309400;PE&AN, Petra Robi? s.p.;Lon?arska ulica 2 A;Ra?e;2327;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;/;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12657042;6386920;46371212;Matej Žagar s.p.;Gori?a vas 17 A;Ribnica;1310;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
15263673;6922899;46350026;Jelko ?opi, s.p.;Ulica Vinka Megle 8 A;Murska Sobota;9000;9;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
13111779;3181758;46358807;LESKOMED, BOJAN LESKOVŠEK, S.P.;Nove Trate 2;Mozirje;3330;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
13133314;3180654;45809921;PRIMOŽ KOVA?I? S.P.;Dovže 31 C;Mislinja;2382;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11345144;1838881;45613996;NAOS, Natalija Spark s.p.;Hrastova ulica 12;Domžale;1230;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11364025;6708129;69005180;Polonca McPartlin s.p.;Selš?ek 37;Begunje pri Cerknici;1382;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
13235419;3682455;69090640;SATTVAMED, dr. med. Vesna Šipka s.p.;Kolarjeva ulica 7;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
14075784;7005997;46294489;MAJA GROŠELJ S.P.;Ulica Vlada Žigerja 9;Limbuš;2341;2;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
13348175;3412296;45792343;Oftalmologija, Alenka Šket Kontestabile s.p.;Jakopi?eva ulica 19;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11580666;6972659;46074869;IGOR KOREN S.P.;Cesta I 23;Velenje;3320;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
14218313;5581523;46239441;DR. IZTOK TOMAZIN S.P.;Pot na Mo?ila 21;Križe;4294;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
14268477;3183858;45991628;ARS JIRI HOLLAN S.P.;Morova ulica 4;Izola - Isola;6310;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
14277662;3960137;45269895;KRALL, Miha Krall s.p.;Švabi?eva ulica 7;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
15599922;7212534;46324495;Milena Svetlin s.p.;Savska cesta 13 B;Domžale;1230;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11723327;6822665;45659045;M VITAL, Erik Mlinar, s.p.;Poljanska cesta 100;Gorenja vas;4224;4;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11727764;3881105;68662558;Emosens, Anja Kova?i?, s.p.;Modrej 35 F;Most na So?i;5216;5;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11747200;8141258;46173381;Marjan Zupan?i?, s.p.;Poslovna cona A 35;Šen?ur;4208;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Ni podatka o velikosti;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
13605771;6103391;46340050;MARIJA PETERKA TRELC S.P.;Trnjava 5;Lukovica;1225;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
13744437;6049826;46330637;ANDREJ STRAHOVNIK s.p.;Šeš?e pri Preboldu 69 B;Prebold;3312;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11949287;3235645;45969843;Bojana Avguštin s.p.;Rožna dolina, cesta VIII 28 A;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
14624923;6703712;45526074;NEUROMEDIS, Daniela Kostanjevec s.p.;Peri?eva ulica 35;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
16113624;7175493;69092621;Nika Nikoli? s.p.;Gosposvetska cesta 5;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
13825992;8143137;46179901;Iztok Gril s.p.;Vodnikovo naselje 46;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Ni podatka o velikosti;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12027898;3286088;46124796;ZDRAVJE MITJA LAINŠ?AK S.P.;Dolga ulica 97;Murska Sobota;9000;9;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12186686;3316866;45551603;MEDICO ISKRA BLAŽ s.p.;Hrvatski trg 2;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12192767;6220894;68003085;Saša Rogelj, s.p.;Igriška ulica 19;Radomlje;1235;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12289485;6929184;46388803;PETRA AHAC S.P.;Cesta Osvobodilne fronte 46;Trbovlje;1420;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
14998114;3946096;46258795;IRENA BAJC, s.p.;Žibernik 17;Rogaška Slatina;3250;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12861189;1732064;45555477;BIO BALANS MIROSLAV MASTEN S.P.;Vožarski pot 3;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12458333;8154384;46353316;AcuModerna Tomaž Mateli? s.p.;Vipavska cesta 23 A;Nova Gorica;5000;5;Q86.901;Alternativne oblike zdravljenja;;S.14100;Ni podatka o velikosti;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12981745;3977145;46255830;Tadej Dovšak, s.p.;Cesta v Rožno dolino 18 B;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
12541869;3776891;45686765;Nataša ?erni? Šuligoj, s.p.;Prežihova ulica 15;Piran - Pirano;6330;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11231530;3565033;45768137;Sandi Luft s.p.;Mencingerjeva ulica 24;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
11258896;7160763;46185079;TT2, Ton?ka Tratar dr.med.spec. s.p.;Ižanska cesta 170 A;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
16828020;3744418;45912255;Andrej Janež s.p.;Dunajska cesta 177;Ljubljana;1000;1;Q86.100;Bolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
20903049;6780717;45440917;SANUS, Igor Škvar? s.p.;Ulica Andreja Gabrš?ka 102;Šempeter pri Gorici;5290;5;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
19653794;3336476;45491526;SENTORIA MARTINA MIHI? S.P.;Rimska cesta 24;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
17048524;6665632;46225272;HERUKA, Julija Pelc, s.p.;Dunajska cesta 53;Lukovica;1225;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
21279535;6559077;46287836;Jožica Potr? s.p.;Pesnica pri Mariboru 42 C;Pesnica pri Mariboru;2211;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
19020856;6300812;68141695;Ivana Prki?, dr. dent. med., s.p.;Dunajska cesta 129;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
17144035;3625800;46150563;TEA TAV?AR S.P.;Osojna pot 6;Sežana;6210;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
17247012;3792633;45432806;MENISKUS, Mojca Adriana Pavlini? s.p.;Gosposvetska cesta 39;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
17247411;6503268;46113535;DR.MED. MIJIN STEINER KSENIJA S.P.;Šmihelska cesta 7;Mozirje;3330;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
21137951;7146256;45341565;Grega Graši? s.p.;Tacenska cesta 133;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
20017421;1999001;45676789;MAJA MAVRI S.P.;Cesta IV. Prekomorske 34;Ajdovš?ina;5270;5;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
21357641;3342379;46391326;Ingrid Velikonja s.p.;Dolenjska cesta 54;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
17404347;3154211;45191535;NAJI MATEJA S.P.;Za tremi ribniki 1 A;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
19342659;6864856;68615357;Marko Macuh s.p.;Glavarjeva ulica 49;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
21181110;6707815;45076048;VOJKO ŠINTLER S.P.;Videm 54;Dol pri Ljubljani;1262;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
17609780;3949494;45121806;CAREDENTAL, ZVONIMIR KATI? s.p.;Ulica 11. novembra 57;Leskovec pri Krškem;8273;8;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
17619351;3895297;45844966;DEOMED Janja Kos Kržan s.p.;Slakova ulica 43;Trebnje;8210;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
20342314;3342034;45561125;LIBRA, ANA BERTONCELJ S.P.;Podlubnik 161;Škofja Loka;4220;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
21420858;3516199;46325460;ZAUPANJE ŠPELA STRNIŠA TUŠEK S.P.;Cesta na Rupo 23;Kranj;4000;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
